SampleNumber,Bacterivores,Fungivores,Herbivores,Omnivores,Predators,Unidentified,Total_Number,Latitude,Longitude
4932,7464.207794,6557.6462,1486.535868,4745.70162,0,0,20254.09148,56.18185611,-2.552531944
4933,9060.077186,5059.602023,2718.878992,10205.97335,0,0,27044.53155,56.18185611,-2.552531944
4934,8569.739194,5668.297339,2623.04677,12325.63903,0,0,29186.72233,56.18185611,-2.552531944
4935,4178.52634,2323.319919,5541.159037,4871.040199,22.65149996,0,16936.69699,56.183475,-2.555468056
4936,4531.276863,6851.667773,6259.887947,6990.362955,107.685247,0,24740.88079,56.183475,-2.555468056
4937,8035.00929,3919.517404,10293.69695,7747.866438,0,0,29996.09008,56.183475,-2.555468056
4938,9712.733127,3226.295074,2516.612518,6907.186115,0,0,22362.82683,56.183475,-2.555468056
4939,7205.052045,12549.33858,1287.854625,14988.10892,325.8626949,0,36356.21687,56.183475,-2.555468056
4940,5090.282921,6320.620784,3532.411789,7447.680568,0,0,22390.99606,56.183475,-2.555468056
4941,7768.010069,3258.504678,6225.602891,6775.509731,82.18877034,0,24109.81614,56.1849,-2.556755
4942,3555.717149,4043.676553,2464.677954,6637.844729,0,0,16701.91639,56.1849,-2.556755
4943,4127.324759,6349.031672,11591.04088,8565.675136,0,0,30633.07245,56.1849,-2.556755
4944,6605.340814,3692.224731,6688.719381,7102.465642,0,0,24088.75057,56.1849,-2.556755
4945,3117.754923,4578.733581,6920.81877,11072.02049,117.5938489,0,25806.92161,56.1849,-2.556755
4946,5110.395224,4237.384354,11448.97453,11657.02707,0,0,32453.78118,56.1849,-2.556755
4947,9152.337333,4211.036394,5005.876321,9542.219677,0,0,27911.46972,56.18549306,-2.559211944
4948,3053.182322,4172.489634,3440.701332,11020.53601,0,0,21686.9093,56.18549306,-2.559211944
4949,1803.000155,4053.71593,7492.398061,9009.718851,0,0,22358.833,56.18549306,-2.559211944
4950,12552.99206,6292.233714,7546.715107,10147.9925,46.262583,0,36586.19597,56.18549306,-2.559211944
4951,1893.337372,8421.801523,4249.14249,12867.40264,0,0,27431.68403,56.18549306,-2.559211944
4952,3207.174383,8427.132183,15057.92703,11374.45986,0,0,38066.69346,56.18549306,-2.559211944
4953,49.1670306,16.3890102,3031.966887,32.7780204,163.890102,0,3294.19105,14.67260556,-60.99724167
4954,133.4128217,0,332.0496894,109.6949867,17.78837622,0,592.945874,14.67260556,-60.99724167
4955,136.880155,0,701.5107946,17.11001938,0,0,855.500969,14.67260556,-60.99724167
4956,62.42149,0,349.560344,59.3004155,152.9326505,0,624.2149,14.67260556,-60.99724167
4957,161.2511969,0,3325.805937,262.033195,241.8767954,0,3990.967124,14.67260556,-60.99724167
4958,162.8727754,0,6091.441799,130.2982203,130.2982203,0,6514.911015,14.67260556,-60.99724167
4959,638.0635569,364.6077468,911.5193669,4132.22113,0,0,6046.411801,14.67260556,-60.99724167
4960,157.1920758,31.43841516,440.1378122,5564.599483,31.43841516,0,6224.806202,14.67260556,-60.99724167
4961,265.7944398,106.3177759,531.5888795,2392.149958,212.6355518,0,3508.486605,14.67260556,-60.99724167
4962,154.4664328,127.2076505,590.606949,944.9711183,0,0,1817.252151,14.67260556,-60.99724167
4963,205.7908109,47.49018713,1203.084741,1677.986612,15.83006238,0,3150.182413,14.67260556,-60.99724167
4964,331.4800552,38.99715074,643.4529871,896.9344669,38.99715074,0,1949.861811,14.67260556,-60.99724167
4965,130.4332247,0,1521.720955,34.78219325,52.17328988,0,1739.109663,14.67260556,-60.99724167
4966,5.675935235,0,85.13902852,11.35187047,242.1732367,0,344.3400709,14.67260556,-60.99724167
4967,120.3269286,6.504158302,429.2744479,35.77287066,58.53742472,0,650.4158302,14.67260556,-60.99724167
4968,125.3526404,5.969173352,829.7150959,23.87669341,202.951894,0,1187.865497,14.67260556,-60.99724167
4969,14.32660027,0,266.0654335,4.093314362,63.44637261,0,347.9317208,14.67260556,-60.99724167
4970,99.68001804,45.30909911,1359.272973,81.5563784,226.5454956,0,1812.363964,14.67260556,-60.99724167
4971,165.4981151,55.16603835,572.3476479,427.5367972,158.6023603,0,1379.150959,14.67260556,-60.99724167
4972,95.41751767,28.06397579,780.1785268,196.4478305,22.45118063,0,1122.559031,14.67260556,-60.99724167
4973,145.0287167,15.0029707,680.1346715,45.00891209,115.0227753,0,1000.198046,14.67260556,-60.99724167
4974,156.7739535,114.0174207,527.3305707,527.3305707,106.8913319,0,1432.343847,14.67260556,-60.99724167
4975,178.4355675,26.43489889,740.1771689,264.3489889,112.3483203,0,1321.744944,14.67260556,-60.99724167
4976,92.67892421,0,1214.093907,481.9304059,64.87524695,0,1853.578484,14.67260556,-60.99724167
4977,719.4888064,34.67415935,892.8596032,34.67415935,52.01123902,0,1733.707967,14.67260556,-60.99724167
4978,201.8061187,16.1444895,1146.258754,64.57795798,185.6616292,0,1614.44895,14.67260556,-60.99724167
4979,76.42082053,10.91726008,764.2082053,60.04493042,180.1347912,0,1091.726008,14.67260556,-60.99724167
4980,28.8733379,46.19734065,975.9188211,17.32400274,86.62001371,0,1154.933516,14.67260556,-60.99724167
4981,94.87959025,9.487959025,1565.513239,18.97591805,208.7350985,0,1897.591805,14.67260556,-60.99724167
4982,59.43302622,8.490432318,1426.392629,0,203.7703756,0,1698.086464,14.67260556,-60.99724167
4983,28.40337882,0,829.3786615,56.80675763,221.5463548,0,1136.135153,14.67260556,-60.99724167
4984,108.034593,12.00384367,858.2748221,120.0384367,102.0326712,0,1200.384367,14.67260556,-60.99724167
4985,186.4045867,25.41880728,1270.940364,93.20229337,118.6211007,0,1694.587152,14.67260556,-60.99724167
4986,114.8651196,43.07441985,1048.144216,172.2976794,57.4325598,0,1435.813995,14.67260556,-60.99724167
4987,116.9002183,25.05004677,1102.202058,325.650608,100.2001871,0,1670.003118,14.67260556,-60.99724167
4988,108.7520243,8.365540333,1246.46551,25.096621,267.6972907,0,1656.376986,14.67260556,-60.99724167
4989,4.994693634,0,954.0355026,14.9840809,24.97346817,0,998.9877453,14.67260556,-60.99724167
4990,52.11011489,0,905.5610974,41.87565768,31.40674326,0,1030.953613,14.67260556,-60.99724167
4991,12.21973172,0,651.7190252,48.87892689,101.8310977,0,814.6487815,14.67260556,-60.99724167
4992,40.68428454,18.7773621,535.1548197,9.388681048,21.90692244,0,625.9120698,14.67260556,-60.99724167
4993,34.70496449,4.95785207,927.118337,0,24.78926035,0,991.5704139,14.67260556,-60.99724167
4994,42.3267011,12.09334317,1112.587572,0,42.3267011,0,1209.334317,14.67260556,-60.99724167
4995,111.2976783,11.12976783,617.7021144,272.6793118,100.1679104,0,1112.976783,14.67260556,-60.99724167
4996,131.7168382,5.066032239,638.3200621,157.0469994,81.05651583,0,1013.206448,14.67260556,-60.99724167
4997,92.01814928,23.00453732,736.1451943,207.0408359,92.01814928,0,1150.226866,14.67260556,-60.99724167
4998,178.1278312,30.71169504,915.2085121,73.70806809,67.56572908,0,1265.321836,14.67260556,-60.99724167
4999,19.25150992,7.700603969,562.1440897,38.50301984,142.4611734,0,770.0603969,14.67260556,-60.99724167
5000,43.06120539,18.45480231,873.5273094,61.5160077,55.36440693,0,1051.923732,14.67260556,-60.99724167
5001,181.3726465,385.4168739,2108.457016,589.4611012,136.0294849,0,3400.737123,-19.77930556,47.10694444
5002,125.0435012,156.3043765,1594.304641,250.0870025,171.9348142,0,2297.674335,-19.77930556,47.10694444
5003,117.314925,82.8105353,600.3763809,207.0263382,41.40526765,0,1048.933447,-19.77930556,47.10694444
5004,1355.052238,350.4445442,1378.415207,327.0815746,93.45187846,0,3504.445442,-19.77930556,47.10694444
5005,91.64914135,223.394782,423.8772787,80.19299868,40.09649934,0,859.2107001,-19.77930556,47.10694444
5006,224.0780804,26.36212711,665.6437095,59.31478599,13.18106355,0,988.5797665,-19.77930556,47.10694444
5007,109.048305,81.78622875,181.747175,22.71839688,9.08735875,0,404.3874644,-19.77930556,47.10694444
5008,86.76663717,82.07654867,82.07654867,35.17566372,7.035132743,0,293.130531,-19.77930556,47.10694444
5009,331.0001019,162.3774085,368.4718116,56.20756448,37.47170965,0,955.5285962,-19.77930556,47.10694444
5010,142.4045467,82.44473756,239.8392365,48.71734492,44.96985685,0,558.3757225,-19.77930556,47.10694444
5011,151.5834732,339.2582494,397.0043345,86.61912752,101.0556488,0,1075.520833,-19.77930556,47.10694444
5012,225.1604371,115.7967962,437.4545636,160.8288837,32.16577673,0,971.4064573,-19.77930556,47.10694444
5013,197.2014333,67.13240282,138.4605808,41.95775176,54.54507729,0,499.297246,-19.77930556,47.10694444
5014,196.6545776,120.1777974,202.1172048,54.62627156,27.31313578,0,600.8889872,-19.77930556,47.10694444
5015,204.6264559,75.16890218,217.1546063,112.7533533,16.70420048,0,626.4075182,-19.77930556,47.10694444
5016,166.2080732,34.2193092,356.8585102,122.2118186,53.77320017,0,733.2709114,-19.77930556,47.10694444
5017,180.1319243,78.31822796,97.89778495,180.1319243,54.82275957,0,591.3026211,-19.77930556,47.10694444
5018,567.6244742,119.0180349,430.2959724,164.7942022,109.8628015,0,1391.595485,-19.77930556,47.10694444
5019,55.53998148,113.6045076,98.45723989,37.86816919,5.049089225,0,310.5189873,-19.77930556,47.10694444
5020,335.4411765,109.7807487,268.3529412,146.3743316,54.89037433,0,914.8395722,-19.77930556,47.10694444
5021,247.8481919,351.1182719,361.4452799,371.7722879,185.8861439,0,1518.070175,-19.77930556,47.10694444
5022,226.5783595,0,72.09311439,257.4754086,30.89704903,0,587.0439315,-19.77930556,47.10694444
5023,547.7699072,94.44308745,661.1016121,254.9963361,122.7760137,0,1681.086957,-19.77930556,47.10694444
5024,411.4544948,156.0689463,1135.046882,354.7021507,85.12851616,0,2142.40099,-19.77930556,47.10694444
5025,83.52437312,27.19398195,62.15767302,13.59699097,7.769709127,0,194.2427282,-19.77930556,47.10694444
5026,784.9482691,249.7562674,4245.856547,71.35893356,0,0,5351.920017,-19.77930556,47.10694444
5027,947.6213024,143.0371777,750.945183,733.0655358,143.0371777,0,2717.706377,-19.77930556,47.10694444
5028,425.9878788,226.0343847,399.9069882,104.3235622,147.791713,0,1304.044527,-19.77930556,47.10694444
5029,452.5699482,120.6853195,1387.881174,271.5419689,30.17132988,0,2262.849741,-19.77930556,47.10694444
5030,134.2609195,335.6522986,529.5847379,59.67151976,29.83575988,0,1089.005236,-19.77930556,47.10694444
5031,55.6056338,80.31924883,262.5821596,30.89201878,9.267605634,0,438.6666667,-19.77930556,47.10694444
5032,125.1134273,105.3586757,227.1796444,42.80196199,6.584917229,0,507.0386266,-19.77930556,47.10694444
5033,479.4109303,572.9545265,491.1038798,46.77179808,58.4647476,0,1648.705882,-19.77930556,47.10694444
5034,232.8323699,49.01734104,156.2427746,39.8265896,0,0,477.9190751,-19.77930556,47.10694444
5035,188.3188467,53.80538478,161.4161543,16.14161543,8.070807717,0,427.752809,-19.77930556,47.10694444
5036,117.0740741,87.80555556,214.6358025,9.75617284,9.75617284,0,439.0277778,-19.77930556,47.10694444
5037,62.53398058,65.82524272,204.0582524,0,6.582524272,0,339,-19.77930556,47.10694444
5038,102.2237129,73.01693778,38.94236682,0,2.433897926,0,216.6169154,-19.77930556,47.10694444
5039,336.5327203,195.1889778,444.2231908,47.11458085,40.38392644,0,1063.443396,-19.77930556,47.10694444
5040,185.1479519,33.66326399,349.2563639,21.03953999,8.415815997,0,597.5229358,-19.77930556,47.10694444
5041,259.2899061,37.57824726,131.5238654,78.91431925,33.82042254,0,541.1267606,-19.77930556,47.10694444
5042,18.49196002,27.73794003,157.1816601,75.81703607,9.245980009,0,288.4745763,-19.77930556,47.10694444
5043,240.7000106,96.28000423,114.7953897,92.57692714,0,0,544.3523316,-19.77930556,47.10694444
5044,44.47074916,17.78829966,649.2729377,133.4122475,8.894149832,0,853.8383838,-19.77930556,47.10694444
5045,100.6111697,23.47593959,164.3315771,120.7334036,26.82964524,0,435.9817352,-19.77930556,47.10694444
5046,133.2641234,86.22972691,627.1252866,54.87346258,15.67813217,0,917.1707317,-19.77930556,47.10694444
5047,224.3830399,54.01813925,344.8850429,58.17338073,16.62096592,0,698.0805687,-19.77930556,47.10694444
5048,339.8776551,235.8334749,367.6227698,173.4069669,27.7451147,0,1144.485981,-19.77930556,47.10694444
5049,85.13957307,85.13957307,76.01747596,18.24419423,0,0,264.5408163,-19.77930556,47.10694444
5050,421.3463814,164.4278562,801.5857988,318.5789713,30.83022303,0,1736.769231,-19.77930556,47.10694444
5051,389.7634681,135.9640005,516.6632019,380.6992014,36.2570668,0,1459.346939,-19.77930556,47.10694444
5052,110.6896552,96.85344828,36.89655172,142.9741379,0,0,387.4137931,-19.77930556,47.10694444
5053,642.9428944,375.0500217,3027.189461,53.57857454,26.78928727,0,4125.550239,-19.77930556,47.10694444
5054,175.4508647,202.6759989,51.42525344,24.20011927,3.025014909,0,456.7772512,-19.77930556,47.10694444
5055,686.468951,665.0167962,1780.528842,107.2607736,0,0,3239.275362,-19.77930556,47.10694444
5056,690.8527763,592.1595225,1717.262615,335.5570628,39.4773015,0,3375.309278,-19.77930556,47.10694444
5057,704.0159641,648.1416812,346.4205538,100.5737092,111.7485657,0,1910.900474,-19.77930556,47.10694444
5058,209.8113208,157.3584906,498.3018868,170.4716981,13.11320755,0,1049.056604,-19.77930556,47.10694444
5059,133.3016636,266.6033272,361.0253389,55.54235983,38.87965188,0,855.3523413,-19.77930556,47.10694444
5060,465.5784109,353.4947194,362.1165418,77.59640182,34.4872897,0,1293.273364,-19.77930556,47.10694444
5061,421.7320798,339.4428935,473.1628212,102.8614829,102.8614829,0,1440.06076,-19.77930556,47.10694444
5062,241.3697898,84.63616006,90.90550524,31.34672595,18.80803557,0,467.0662166,-19.77930556,47.10694444
5063,251.4308719,140.2210632,265.9364992,96.70418152,19.3408363,0,773.6334521,-19.77930556,47.10694444
5064,594.5417529,465.9921847,289.2365284,64.2747841,16.06869602,0,1430.113946,-19.77930556,47.10694444
5065,112.1923071,32.66358307,68.16747771,1.420155786,0,0,214.4435236,-19.77930556,47.10694444
5066,211.2146116,55.76065746,6.758867571,0,0,0,273.7341366,-19.77930556,47.10694444
5067,30.48403644,45.4384694,11.50340998,0,0,0,87.42591581,-19.77930556,47.10694444
5068,282.781856,147.2822167,418.2814953,23.56515466,29.45644333,0,901.3671659,-19.77930556,47.10694444
5069,238.2629269,66.88082159,367.8445188,8.360102699,20.90025675,0,702.2486267,-19.77930556,47.10694444
5070,244.7812415,184.589133,112.3586027,48.15368686,20.06403619,0,609.9467002,-19.77930556,47.10694444
5071,96.09957185,22.49138916,161.5290676,16.35737393,12.26803045,0,308.745433,-19.77930556,47.10694444
5072,206.0916327,133.3534094,181.8455582,88.90227292,4.041012405,0,614.2338856,-19.77930556,47.10694444
5073,73.30315412,53.75564635,146.6063082,61.08596177,26.87782318,0,361.6288937,-19.77930556,47.10694444
5074,240.7413695,61.27962134,297.6438751,52.52538972,17.50846324,0,669.6987189,-19.77930556,47.10694444
5075,183.2439854,39.52321254,211.98814,100.604541,3.593019322,0,538.9528983,-19.77930556,47.10694444
5076,185.1751277,30.40188664,63.56758116,107.7885072,52.51234965,0,439.4454524,-19.77930556,47.10694444
5077,313.6743506,53.39137883,106.7827577,30.03265059,6.673922354,0,510.5550601,-19.77930556,47.10694444
5078,2245.731707,353.6585366,212.195122,70.73170732,17.68292683,0,2900,-19.77930556,47.10694444
5079,217.0628988,135.2195107,81.84338808,71.16816355,32.0256736,0,537.3196348,-19.77930556,47.10694444
5080,150.4726408,118.7941901,736.5239784,158.3922534,39.59806336,0,1203.781126,-19.77930556,47.10694444
5081,236.8561262,4.38622456,214.9250034,171.0627578,35.08979648,0,662.3199085,-19.77930556,47.10694444
5082,359.1537116,84.05725165,282.7380283,366.7952799,53.49097832,0,1146.23525,-19.77930556,47.10694444
5083,903.0530328,190.116428,1362.501067,174.2733923,110.9012496,0,2740.84517,-19.77930556,47.10694444
5084,99.87581699,72.79084967,84.64052288,1.692810458,0,0,259,-19.77930556,47.10694444
5085,248.775255,88.10790282,399.0769716,57.01099594,5.182817813,0,798.1539432,-19.77930556,47.10694444
5086,527.07024,141.9035262,2311.000283,202.7193231,20.27193231,0,3202.965305,-19.77930556,47.10694444
5087,323.3845786,129.3538315,399.8209336,11.75943922,17.63915883,0,881.9579417,-19.77930556,47.10694444
5088,436.3890059,140.2678948,467.5596492,85.71926901,38.9633041,0,1168.899123,-19.77930556,47.10694444
5089,71,74,225,13,20,0,403,13.45,-15.47
5090,315,52,165,15,39,0,586,13.45,-15.47
5091,205,144,637,21,64,0,1071,13.45,-15.47
5092,476,129,400,33,79,0,1117,13.45,-15.47
5093,2565.647767,0,3063.46002,191.4662513,,,5820.574039,52.01801944,6.555566667
5094,3144.175647,0,3645.42104,227.838815,,,7017.435502,52.01801944,6.555566667
5095,2916.017274,0,2520.014928,540.0031989,,,5976.035401,52.01801944,6.555566667
5096,2820.641096,293.8167808,4994.885274,881.4503425,,,8990.793494,52.01801944,6.555566667
5097,2760.347335,0,6375.087892,854.3932226,,,9989.828449,52.01801944,6.555566667
5098,913.6285532,710.5999858,10862.02835,3451.485645,,,15937.74254,52.01996944,6.5535
5099,2118.32947,674.0139222,7799.303957,3851.508127,,,14443.15548,52.01996944,6.5535
5100,1994.092944,314.8567806,11334.8441,2518.854245,,,16162.64807,52.01996944,6.5535
5101,2104.707594,332.3222518,11520.50473,3655.544769,,,17613.07934,52.01996944,6.5535
5102,1600.526505,213.403534,12484.10674,2560.842408,,,16858.87919,52.01996944,6.5535
5103,3270.404936,257.2228601,1727.067775,367.4612288,,,5622.1568,52.01801944,6.555566667
5104,4021.162671,335.0968893,2680.775114,287.2259051,,,7324.26058,52.01801944,6.555566667
5105,7198.502809,475.93407,3034.079696,297.4587938,,,11005.97537,52.01801944,6.555566667
5106,4452.578265,269.8532282,4722.431493,674.6330704,,,10119.49606,52.01801944,6.555566667
5107,7589.217391,542.0869565,8564.973913,650.5043478,,,17346.78261,52.01801944,6.555566667
5108,451.7853678,90.35707356,1234.880005,542.1424413,,,2319.164888,52.01996944,6.5535
5109,622.2333356,589.4842126,2914.67194,949.7245648,,,5076.114053,52.01996944,6.5535
5110,892.0231554,281.6915228,1760.572017,586.8573391,,,3521.144035,52.01996944,6.5535
5111,1642.286592,1110.958577,3960.808839,1207.56367,,,7921.617678,52.01996944,6.5535
5112,852.594454,138.794446,1447.427794,634.488896,,,3073.30559,52.01996944,6.5535
5113,23.41503106,14.04901864,655.6208697,32.78104348,0,,725.8659628,35.9,-84.33333333
5114,53.87658638,26.93829319,402.0022215,33.15482239,4.144352799,,520.1162762,35.9,-84.33333333
5115,43.02298273,15.18458214,1002.182421,20.24610952,0,,1080.636096,35.9,-84.33333333
5116,38.01167453,21.72095687,452.5199349,36.20159479,5.430239218,,553.8844003,35.9,-84.33333333
5117,43.58675941,41.40742144,771.4856415,39.22808347,2.17933797,,897.8872438,35.9,-84.33333333
5118,114.7097243,35.84678886,853.1535748,78.86293548,7.169357771,,1089.742381,35.9,-84.33333333
5119,16.82436111,17.94598519,260.2167852,10.09461667,0,,305.0817482,35.9,-84.33333333
5120,8.01285489,2.003213723,140.2249606,20.03213723,1.335475815,,171.6086422,35.9,-84.33333333
5121,15.70603801,3.926509504,348.1505093,26.17673002,0,,393.9597869,35.9,-84.33333333
5122,8.214958519,8.214958519,134.7253197,28.75235482,0.821495852,,180.7290874,35.9,-84.33333333
5123,11.20251429,11.20251429,192.0431022,7.201616331,4.000897962,,225.650645,35.9,-84.33333333
5124,37.01122225,27.75841669,569.9728227,31.45953891,7.40224445,,673.604245,35.9,-84.33333333
5125,496.2544224,703.0270984,496.2544224,20.6772676,,,1716.213211,38.95,-106.9833333
5126,960.9249369,88.24820849,549.0999639,68.63749549,,,1666.910605,38.95,-106.9833333
5127,504.4593524,194.7036097,805.364931,44.25082038,,,1548.778713,38.95,-106.9833333
5128,365.3719779,841.462737,852.5346151,110.7187812,,,2170.088111,38.95,-106.9833333
5129,571.1227259,597.8941037,624.6654814,53.54275555,,,1847.225067,38.95,-106.9833333
5130,630.6385213,186.5268866,781.6364771,53.29339616,,,1652.095281,38.95,-106.9833333
5131,1031.706042,292.9535674,789.7009208,140.1082279,,,2254.468758,38.95,-106.9833333
5132,1050.39438,490.1840439,378.1419767,280.105168,,,2198.825568,38.95,-106.9833333
5133,514.0321435,123.748479,866.2393529,19.03822754,,,1523.058203,38.95,-106.9833333
5134,322.0058927,241.5044195,783.0597844,58.54652594,,,1405.116623,38.95,-106.9833333
5135,465.1656575,184.6981287,403.5996146,102.6100715,,,1156.073472,38.95,-106.9833333
5136,477.3408,354.3893818,383.3191273,57.85949091,,,1272.9088,38.95,-106.9833333
5137,530.7480484,161.8134294,304.2092473,51.7802974,,,1048.551022,38.95,-106.9833333
5138,657.0107432,136.8772382,280.5983382,68.43861908,,,1142.924939,38.95,-106.9833333
5139,596.3939558,139.1585897,324.7033759,26.50639804,,,1086.762319,38.95,-106.9833333
5140,94.62275968,40.55261129,743.4645404,0,135.175371,,1013.815282,52.03,6.05
5141,34.12718665,0,1313.896686,85.31796662,102.3815599,,1535.723399,51.11,6.27
5142,25.12173711,0,1457.060752,0,200.9738969,,1683.156386,52.1,6.3
5143,327.3044242,0,354.5797929,177.2898965,204.5652652,,1063.739379,52.06,6
5144,726.3927546,363.1963773,3510.898314,1291.364897,968.5236727,,6860.376015,52.02,6.03
5145,317.8145441,42.37527254,1038.194177,444.9403617,1207.695267,,3051.019623,52.02,5.99
5146,86.56583592,21.64145898,248.8767783,54.10364745,367.9048027,,779.0925233,52.06,5.95
5147,313.1462011,58.71491271,939.4386034,19.57163757,665.4356774,,1996.307032,52.01,5.99
5148,190.1694679,211.2994088,1415.706039,507.118581,443.7287584,,2768.022255,52.02,6.01
5149,245.6691618,122.8345809,2112.754791,540.472156,417.6375751,,3439.368265,52.03,6.04
5150,138.7530762,92.50205078,416.2592285,15.41700846,385.4252116,,1048.356575,52.01,5.99
5151,443.1751033,954.5309917,2590.869835,204.5423554,613.6270661,,4806.745351,52.01,6
5152,99.27962035,56.73121163,879.3337802,468.0324959,581.4949192,,2084.872027,52.02,5.99
5153,146.276941,41.79341172,1212.00894,250.7604703,982.1451754,,2632.984938,52,6
5154,70.48826609,42.29295966,296.0507176,28.19530644,352.4413305,,789.4685802,52.08,5.98
5155,205.3335483,0,222.4446773,17.11112903,342.2225805,,787.1119352,52.08,5.96
5156,330.6228946,371.9507564,2314.360262,165.3114473,909.21296,,4091.45832,52.04,6.05
5157,145.4288402,218.1432603,2799.505174,690.786991,618.0725709,,4471.936836,52.03,6.04
5158,395.379425,321.2457828,1062.582205,98.84485626,864.8924922,,2742.944761,52.03,5.8
5159,311.0537104,212.8262229,916.7898833,0,458.3949416,,1899.064758,52.07,5.74
5160,269.5203231,909.6310905,2021.402423,134.7601616,1145.461373,,4480.775372,51.99,5.79
5161,249.278813,149.5672878,847.5479642,16.61858753,398.8461008,,1661.858753,52.04,5.77
5162,100.0865926,28.5961693,371.7502009,14.29808465,314.5578623,,829.2889097,52.06,5.75
5163,165.0829941,82.54149706,261.3814074,13.75691618,591.5473956,,1114.31021,51.98,5.52
5164,249.067534,110.6966818,1273.01184,55.34834089,885.5734542,,2573.697851,52.11,6.27
5165,39.3994925,13.13316417,748.5903574,0,302.0627758,,1103.18579,52,5.75
5166,14.28377696,14.28377696,1399.810142,0,85.70266177,,1514.080358,52.21,5.82
5167,36.5842356,36.5842356,573.1530244,0,85.3632164,,731.684712,52.01,5.76
5168,496.7377132,0,800.299649,165.5792377,634.7204113,,2097.337011,52.13,6.28
5169,741.5611093,627.4747848,2253.204909,998.2553394,370.7805546,,4991.276697,52.27,5.73
5170,1271.614545,123.0594721,676.8270965,0,205.0991202,,2276.600234,52.06,5.94
5171,1315.163681,127.2739046,700.0064752,0,296.972444,,2439.416504,52.06,5.75
5172,4,6,488,0,0,,498,-23.110137,30.179261
5173,52,32,14,3.2,2,,103.2,-23.891562,29.743442
5174,6,6,90,0,0,,102,-23.891562,29.743442
5175,20,0,207.6,0,12,,239.6,-23.891562,29.743442
5176,20,14,32,0,14,,80,-23.891562,29.743442
5177,50,12,186,0,0,,248,-23.891562,29.743442
5178,6,0,58,0,0,,64,-23.891562,29.743442
5179,0,0,260,6,0,,266,-23.891562,29.743442
5180,182,52,546,12,52,,844,-24.974782,29.315334
5181,416,130,1846,4,2,,2398,-24.974782,29.315334
5182,16,0,12,6,6,,40,-25.596968,27.739411
5183,54,14,28.4,0,0,,96.4,-25.733272,27.683333
5184,12,40,458,2,18,,530,-25.771833,28.202222
5185,54,62,348,8,26,,498,-25.788111,28.207361
5186,98,20,64,4,6,,192,-25.788444,28.207639
5187,14,60,202,6,8,,290,-25.789667,28.207694
5188,18,4,8,0,0,,30,-25.791083,28.210528
5189,88,212,180,16,68,,564,-25.791083,28.210528
5190,8,28,12,4,22,,74,-25.791278,28.209028
5191,8,266,144,0,2,,420,-25.795694,28.217972
5192,6,14,28,2,2,,52,-25.795722,28.217944
5193,24,20,314,6,18,,382,-25.797286,28.29904
5194,10,0,154,0,0,,164,-25.797286,28.29904
5195,20,34,204,0,2,,260,-25.797286,28.29904
5196,92,24,138,0,6,,260,-25.797286,28.29904
5197,96,70,476,4,6,,652,-25.798611,28.218806
5198,52,14,46,26,20,,158,-25.79875,28.203083
5199,114,86,150,24,16,,390,-25.798833,28.21875
5200,12,10,22,4,14,,62,-25.798833,28.21875
5201,78,42,394,6,18,,538,-25.805111,28.207667
5202,68,28,1248,28,118,,1490,-25.806056,28.210306
5203,296,288,192,8,6,,790,-25.86033333,28.29269444
5204,32,96,184,0,16,,328,-25.86758333,28.27855556
5205,58,46,1078,4,6,,1192,-25.86772222,28.27861111
5206,124,164,896,18,14,,1216,-25.8695,28.29352778
5207,8,80,76,4,14,,182,-25.87261111,28.28208333
5208,36,44,512,12,28,,632,-25.88580556,28.3014
5209,116,916,6,12,14,,1064,-25.89041667,28.31113611
5210,18,98,72,0,14,,202,-25.89269444,28.29363889
5211,58,144,770,0,0,,972,-25.89405556,28.2935
5212,22,4,12,4,20,,62,-25.89758333,28.30752778
5213,24,22,2,0,6,,54,-25.89758333,28.30752778
5214,528,772,310,6,8,,1624,-25.89894444,28.28844444
5215,18,14,6,1.2,14,,53.2,-25.90508333,28.30911111
5216,56,70,48,0,0,,174,-25.91033333,28.285
5217,184,186,240,4,14,,628,-25.91091667,28.30705556
5218,40.8,24,1824,12,12,,1912.8,-25.988701,28.369424
5219,28,26,604.4,2,0,,660.4,-25.988701,28.369424
5220,31.2,1.2,26,12,0,,70.4,-25.988701,28.369424
5221,58.4,30.4,2834,0,0,,2922.8,-27.702269,24.2041
5222,46,198,362,2,0,,608,-28.296324,27.230462
5223,18,30,848,18,22,,936,-28.296324,27.230462
5224,14,60,94,4,0,,172,-28.296324,27.230462
5225,42,0,24,14,0,,80,-28.509589,26.782307
5226,16,34,354,6,2,,412,-28.509589,26.782307
5227,0,0,30,0,2,,32,-28.980126,25.110584
5228,12,0,18,2,0,,32,-29.490792,25.24558
5229,140,0,140,20,15,,315,-31.33981284,23.14459027
5230,26,46.4,1674,0,4,,1750.4,-32.95025,18.696278
5231,20,6,642,4,4,,676,-32.95025,18.696278
5232,26,26,396,0,4,,452,-32.95025,18.696278
5233,0,0,70,4,6,,80,-32.95025,18.696278
5234,0,24,100,0,0,,124,-32.95025,18.696278
5235,1162,14,90,60,60,,1386,-32.95025,18.696278
5236,24,26,288,0,0,,338,-32.95025,18.696278
5237,50,58,612,10,0,,730,-32.95025,18.696278
5238,48,12,48,0,2,,110,-33.274506,18.706223
5239,696,0,120,2,2,,820,-33.274506,18.706223
5240,822.8,274.4,3703.2,0,2,,4802.4,-33.274506,18.706223
