,units type_x,aggregated taxon,aggregated biome,site,mass density,mass_std,units type_y,population density,pop_std,eff_mass_B,eff_mass_std_B,eff_mass_G,eff_mass_std_G,mass_B,mass_B_std,mass_G,mass_G_std
675,,Collembola,Tropical and Subtropical Forests,Bi Dup-Nui Ba Nature Reserve - Mountain pine forest,,,individuals,7547.0,1040.0,65.45669870730843,9.020136034927887,42.863380795283355,5.906706774492473,65.45669870730843,9.020136034927887,42.863380795283355,5.906706774492473
676,,Collembola,Tropical and Subtropical Forests,Cat Tien National Park - Lagerstroemia forest,,,individuals,10594.0,1216.0,91.88396264810196,10.546620594684914,60.16889573939736,6.906303305560429,91.88396264810196,10.546620594684914,60.16889573939736,6.906303305560429
677,,Collembola,Tropical and Subtropical Forests,Cat Tien National Park - Riparian dipterocarp forest,,,individuals,11760.0,1574.0,101.99692285649226,13.651628960554321,66.79122275772257,8.939573522164569,101.99692285649226,13.651628960554321,66.79122275772257,8.939573522164569
678,,Collembola,Tropical and Subtropical Forests,"Farm of the Obafemi Awolowo University, Ile-Ife, Oyo Stat - forest",,,individuals,7281.0,0.0,63.1496254522211,0.0,41.35262694719201,0.0,63.1496254522211,0.0,41.35262694719201,0.0
679,,Collembola,Tropical and Subtropical Forests,The Chamela Biological Station,,,individuals,5318.5,0.0,46.12845529015766,0.0,30.206557673209822,0.0,46.12845529015766,0.0,30.206557673209822,0.0
680,,Collembola,Tropical and Subtropical Forests,central Amazonian rain fores,,,individuals,12014.0,0.0,104.19991761886888,0.0,68.23382229687746,0.0,104.19991761886888,0.0,68.23382229687746,0.0
681,,Collembola,Tropical and Subtropical Forests,"dry evergreen forest at the Sakaerat Environmental Research Station, ",,,individuals,7247.0,1376.0,62.85473638954077,11.934333830827667,41.159523071872066,7.815027424713117,62.85473638954077,11.934333830827667,41.159523071872066,7.815027424713117
682,,Collembola,Tundra,Gluudnset,,,individuals,11288.0,2604.0,57.94589098357634,13.367390159570588,64.11048660622214,14.789485039209998,57.94589098357634,13.367390159570588,64.11048660622214,14.789485039209998
683,,Collembola,Tundra,Kiaerstranda,,,individuals,243475.0,1921.0,1249.8561133262092,9.861273616180913,1382.8225306918796,10.910368955576962,1249.8561133262092,9.861273616180913,1382.8225306918796,10.910368955576962
684,,Collembola,Tundra,Knudsenheia,,,individuals,140005.0,17516.13190747318,718.7025573312903,89.91742292384691,795.1620018873256,99.48332211613037,718.7025573312903,89.91742292384691,795.1620018873256,99.48332211613037
685,,Collembola,Tundra,"T05 – N. Canada, Devon Isl./ raised beach/crest",,,individuals,7657.843615,0.0,39.31082311162882,0.0,43.492919960311944,0.0,39.31082311162882,0.0,43.492919960311944,0.0
686,,Collembola,Tundra,T11 Taimyr – spot medallion tundra – trough,,,individuals,24937.63918,0.0,128.01503555209445,0.0,141.63396373495664,0.0,128.01503555209445,0.0,141.63396373495664,0.0
687,,Formicidae,Boreal Forests/Taiga,harviala-MT,,,individuals,13.0,0.0,10.95462739192562,0.0,10.95462739192562,0.0,10.95462739192562,0.0,10.95462739192562,0.0
688,,Formicidae,Boreal Forests/Taiga,oulanka-HMT,,,individuals,2.3,0.0,1.9381263847253019,0.0,1.9381263847253019,0.0,1.9381263847253019,0.0,1.9381263847253019,0.0
689,,Formicidae,Crops,"Yurimaguas, Loreto, pijuayo palm-trees (bactris gasipaes Runth.) with a kudzu cover",,,individuals,147.0,5.3,14.333339549178241,0.5167802694601679,123.87155589331277,4.466117321323522,14.333339549178241,0.5167802694601679,123.87155589331277,4.466117321323522
690,,Formicidae,Crops,"Yurimaguas, Loreto, six month ""kudzu"" (pueraria phaseoloides Benth.) fallow after high input croppping",,,individuals,285.0,119.0,27.789127697386387,11.603179635049052,240.1591389768309,100.27697381839606,27.789127697386387,11.603179635049052,240.1591389768309,100.27697381839606
691,,Formicidae,Deserts and Xeric Shrublands,The Mariut region,,,individuals,4.339130434782609,0.0,3.6564274706159763,0.0,3.6564274706159763,0.0,3.6564274706159763,0.0,3.6564274706159763,0.0
692,,Formicidae,Pasture,"Benfica Field Station, eastern Amazonia, near Marabá, State of Pará, Brazil.",,,individuals,252.0,0.0,133.1806362622883,0.0,212.35123867425048,0.0,133.1806362622883,0.0,212.35123867425048,0.0
693,,Formicidae,Tropical and Subtropical Forests,Forestry Reserve of Linhares A. mangium plantation,,,individuals,1172.25,374.4472593036301,234.94746228272086,75.04835430335496,987.8124584757544,315.53309258454016,234.94746228272086,75.04835430335496,987.8124584757544,315.53309258454016
694,,Formicidae,Tropical and Subtropical Forests,Forestry Reserve of Linhares E. grandis plantation,,,individuals,426.25,278.62385037896524,85.4308857308678,55.84300838385874,359.1853789083304,234.78618949270754,85.4308857308678,55.84300838385874,359.1853789083304,234.78618949270754
695,,Formicidae,Tropical and Subtropical Forests,Forestry Reserve of Linhares F Primary forest,,,individuals,2227.0,591.1317535033962,446.3450616366981,118.47720653474757,1876.611938601412,498.1252383973329,446.3450616366981,118.47720653474757,1876.611938601412,498.1252383973329
696,,Formicidae,"Tropical and Subtropical Grasslands, Savannas and Shrublands",A. karroo,,,individuals,654.0,99.12618221237011,489.9799393293637,74.26581153878983,551.102024178412,83.53003007081844,489.9799393293637,74.26581153878983,551.102024178412,83.53003007081844
697,,Formicidae,"Tropical and Subtropical Grasslands, Savannas and Shrublands",E.ngamicum,,,individuals,1913.0,130.9770972345929,1433.2287827783987,98.12866996413149,1612.0155539041316,110.3696382369982,1433.2287827783987,98.12866996413149,1612.0155539041316,110.3696382369982
698,,Formicidae,"Tropical and Subtropical Grasslands, Savannas and Shrublands",P.kalachariensis,,,individuals,1004.0,114.66036804406308,752.201619398595,85.90409813105892,846.0343001148709,96.62012373413587,752.201619398595,85.90409813105892,846.0343001148709,96.62012373413587
699,,Formicidae,"Tropical and Subtropical Grasslands, Savannas and Shrublands",V.verrucosum,,,individuals,1485.0,190.60167890131504,1112.5691282937387,142.7996927586257,1251.355513616119,160.61310558764285,1112.5691282937387,142.7996927586257,1251.355513616119,160.61310558764285
700,,Formicidae,Tundra,"""tundra""-Formicoidea",,,individuals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,,Isoptera,Crops," sugar cane field in riparian forest near Rabba, Niggeria",,,individuals,1151.0,694.0,848.4646919966599,511.5851400918175,839.7024143767633,506.301890162879,848.4646919966599,511.5851400918175,839.7024143767633,506.301890162879
702,,Isoptera,Deserts and Xeric Shrublands, Northwest  Biological  Research  Center (with crust),,,individuals,0.61,0.0,0.4450203933708302,0.0,0.4450203933708302,0.0,0.4450203933708302,0.0,0.4450203933708302,0.0
703,,Isoptera,Deserts and Xeric Shrublands, Northwest  Biological  Research  Center (without crust),,,individuals,4.44,0.0,3.239164830436863,0.0,3.239164830436863,0.0,3.239164830436863,0.0,3.239164830436863,0.0
704,,Isoptera,"Mediterranean Forests, Woodlands and Scrub",Eucalyptus marginata forest in S.W.,,,individuals,185.5,92.75,135.329972082441,67.6649860412205,135.329972082441,67.6649860412205,135.329972082441,67.6649860412205,135.329972082441,67.6649860412205
705,,Isoptera,"Mediterranean Forests, Woodlands and Scrub",Mediterranean scrubs fYI. Australia),,,individuals,36.0,0.0,26.26349862516375,0.0,26.26349862516375,0.0,26.26349862516375,0.0,26.26349862516375,0.0
706,,Isoptera,Pasture,"Artiya Kalla village, in Bhopalgarh tehsil of Jodhpur",,,individuals,2.7120370370166667,0.44509500998815754,1.5191131691752016,0.24931432793077404,1.9785439164744554,0.324715338413645,1.5191131691752016,0.24931432793077404,1.9785439164744554,0.324715338413645
707,,Isoptera,Pasture,"Artiya Kalla village, in Bhopalgarh tehsil of Jodhpur - Control (pure grass blocks)",,,individuals,0.36111111133333335,0.0,0.20227181165837002,0.0,0.2634455882231765,0.0,0.20227181165837002,0.0,0.2634455882231765,0.0
708,,Isoptera,Pasture,"Benfica Field Station, eastern Amazonia, near Marabá, State of Pará, Brazil.",,,individuals,916.0,0.0,513.0857890109017,0.0,668.2601316847221,0.0,513.0857890109017,0.0,668.2601316847221,0.0
709,,Isoptera,Pasture,Cassava garden (Sumatra),,,individuals,26.0,0.0,14.563570430440443,0.0,18.96808234039604,0.0,14.563570430440443,0.0,18.96808234039604,0.0
710,,Isoptera,Pasture,Cleared and burned forest (Thailand),,,individuals,7.0,0.0,3.9209612697339655,0.0,5.106791399337396,0.0,3.9209612697339655,0.0,5.106791399337396,0.0
711,,Isoptera,Pasture,Imperata fallow (Sumatra),,,individuals,3.0,0.0,1.6804119727431281,0.0,2.1886248854303125,0.0,1.6804119727431281,0.0,2.1886248854303125,0.0
712,,Isoptera,Pasture,"Maize (1 yr., W. Africa)",,,individuals,1553.0,0.0,869.8932645566927,0.0,1132.9781490244252,0.0,869.8932645566927,0.0,1132.9781490244252,0.0
713,,Isoptera,Pasture,"Maize (8-24 yr., W. Africa)",,,individuals,6825.0,0.0,3822.9372379906163,0.0,4979.121614353961,0.0,3822.9372379906163,0.0,4979.121614353961,0.0
714,,Isoptera,Pasture,Maize (Southern Africa),,,individuals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,,Isoptera,Pasture,"Mixed crops (1 yr., ex-forest, cameroon)",,,individuals,2028.0,0.0,1135.9584935743546,0.0,1479.5104225508912,0.0,1135.9584935743546,0.0,1479.5104225508912,0.0
716,,Isoptera,Pasture,Sugar cane (w. Africa),,,individuals,4800.0,0.0,2688.6591563890047,0.0,3501.7998166885,0.0,2688.6591563890047,0.0,3501.7998166885,0.0
717,,Isoptera,Tropical and Subtropical Forests," Semi-deciduous forest, Ibadan, Nigeria",,,individuals,3163.0,0.0,2162.0836648769164,0.0,2307.540170872026,0.0,2162.0836648769164,0.0,2307.540170872026,0.0
718,,Isoptera,Tropical and Subtropical Forests,Acacia plantation (S. India),,,individuals,831.0,0.0,568.0339947874542,0.0,606.2490932641965,0.0,568.0339947874542,0.0,606.2490932641965,0.0
719,,Isoptera,Tropical and Subtropical Forests,Cocoa plantation (Cameroon),,,individuals,1102.0,0.0,753.2773312343857,0.0,803.9548745814014,0.0,753.2773312343857,0.0,803.9548745814014,0.0
720,,Isoptera,Tropical and Subtropical Forests,Eucalypt stand,,,individuals,19.0,0.0,12.987540193696304,0.0,13.861290941058646,0.0,12.987540193696304,0.0,13.861290941058646,0.0
721,,Isoptera,Tropical and Subtropical Forests,Forestry Reserve of Linhares A. mangium plantation,,,individuals,357.25,345.98735526027536,244.19993337884236,236.50129910281626,260.6287467733264,252.41217858895234,244.19993337884236,236.50129910281626,260.6287467733264,252.41217858895234
722,,Isoptera,Tropical and Subtropical Forests,Forestry Reserve of Linhares E. grandis plantation,,,individuals,347.0,270.4662640700315,237.19349722171674,184.87849871833754,253.1509450814395,197.31639873767912,237.19349722171674,184.87849871833754,253.1509450814395,197.31639873767912
723,,Isoptera,Tropical and Subtropical Forests,Forestry Reserve of Linhares F Primary forest,,,individuals,197.33333333333334,256.6469689411248,134.88813674856513,175.4322539322729,143.96288135274946,187.2346476649354,134.88813674856513,175.4322539322729,143.96288135274946,187.2346476649354
724,,Isoptera,Tropical and Subtropical Forests,"Jungle rubber (25 yrs., Sumatra)",,,individuals,211.0,0.0,144.23005162473265,0.0,153.93328360859866,0.0,144.23005162473265,0.0,153.93328360859866,0.0
725,,Isoptera,Tropical and Subtropical Forests,"Logged-over forest (4 yr., Borneo)",,,individuals,887.0,0.0,606.3130606215065,0.0,647.1034244588957,0.0,606.3130606215065,0.0,647.1034244588957,0.0
726,,Isoptera,Tropical and Subtropical Forests,"Logger-over forest (18 yr., Borneo)",,,individuals,1762.0,0.0,1204.4234642785732,0.0,1285.4523493760703,0.0,1204.4234642785732,0.0,1285.4523493760703,0.0
727,,Isoptera,Tropical and Subtropical Forests,"Logger-over forest (7yr., Sumatra)",,,individuals,163.0,0.0,111.41942376697357,0.0,118.91528544171365,0.0,111.41942376697357,0.0,118.91528544171365,0.0
728,,Isoptera,Tropical and Subtropical Forests,Montane (Trinidad),,,individuals,4450.0,0.0,3041.818624313082,0.0,3246.46024672163,0.0,3041.818624313082,0.0,3246.46024672163,0.0
729,,Isoptera,Tropical and Subtropical Forests,"Paraserianthes plantation(3 yrs, Sumatra)",,,individuals,515.0,0.0,352.0306947238735,0.0,375.713938665537,0.0,352.0306947238735,0.0,375.713938665537,0.0
730,,Isoptera,Tropical and Subtropical Forests,Rainforest (Malaysia),,,individuals,1330.0,0.0,909.1278135587414,0.0,970.2903658741052,0.0,909.1278135587414,0.0,970.2903658741052,0.0
731,,Isoptera,Tropical and Subtropical Forests,Rainforest (Pasoh),,,individuals,3500.0,0.0,2392.441614628267,0.0,2553.395699668698,0.0,2392.441614628267,0.0,2553.395699668698,0.0
732,,Isoptera,Tropical and Subtropical Forests,Terminalia plantation (1 yr.),,,individuals,1601.5,0.0,1094.7129273791911,0.0,1168.3609180055485,0.0,1094.7129273791911,0.0,1168.3609180055485,0.0
733,,Isoptera,Tropical and Subtropical Forests,Terminalia plantation (2 yr.),,,individuals,91.0,0.0,62.203481980334935,0.0,66.38828819138615,0.0,62.203481980334935,0.0,66.38828819138615,0.0
734,,Isoptera,Tropical and Subtropical Forests,Terminalia plantation (5 yr.),,,individuals,5936.5,0.0,4057.9227557830586,0.0,4330.92387745235,0.0,4057.9227557830586,0.0,4330.92387745235,0.0
735,,Isoptera,Tropical and Subtropical Forests,The Chamela Biological Station,,,individuals,60.0,0.0,41.013284822198855,0.0,43.77249770860625,0.0,41.013284822198855,0.0,43.77249770860625,0.0
736,,Isoptera,Tropical and Subtropical Forests,riparian forest in Rabba zone,,,individuals,2646.0,1417.0,1808.6858606589697,968.5970765509297,1930.3671489495357,1033.7604875515842,1808.6858606589697,968.5970765509297,1930.3671489495357,1033.7604875515842
737,,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",A. karroo,,,individuals,1189.0,78.0,1031.0829584789954,67.64042957221332,867.4249962588806,56.90424702118813,1031.0829584789954,67.64042957221332,867.4249962588806,56.90424702118813
738,,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",Acacia savanna (S.Africa),,,individuals,732.0,0.0,634.7794159853865,0.0,534.0244720449963,0.0,634.7794159853865,0.0,534.0244720449963,0.0
739,,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",Broadleaved parkland (Southern Africa),,,individuals,3300.0,0.0,2861.710481901333,0.0,2407.487373973344,0.0,2861.710481901333,0.0,2407.487373973344,0.0
740,,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",Derived savanna (W. Africa) - Ivory coast,,,individuals,914.0,0.0,792.6070849872176,0.0,666.8010484277686,0.0,792.6070849872176,0.0,666.8010484277686,0.0
741,,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",E.ngamicum,,,individuals,880.0,36.98648401781386,763.1227951736888,32.07412394013759,641.9966330595583,26.98317978198598,763.1227951736888,32.07412394013759,641.9966330595583,26.98317978198598
742,,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",P.kalachariensis,,,individuals,556.0,19.849433241279208,482.1548569506488,17.21313065647559,405.6251454330846,14.48098785118378,482.1548569506488,17.21313065647559,405.6251454330846,14.48098785118378
743,,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Sahel (semi arid, W. Africa)",,,individuals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",V.verrucosum,,,individuals,522.0,46.45427859734774,452.6705671371199,40.28445333066508,380.8207300648744,33.89033005762267,452.6705671371199,40.28445333066508,380.8207300648744,33.89033005762267
745,,Isoptera,Tundra,"""tundra""-Isoptera",,,individuals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,,Other,Boreal Forests/Taiga,"Birch forest, Kevo",,,individuals,1088.2666666666667,91.3440246175596,,,,,0.0,0.0,0.0,0.0
747,,Other,Boreal Forests/Taiga,Duparquet Lake,,,individuals,739.6666666666667,0.0,,,,,0.0,0.0,0.0,0.0
748,,Other,Boreal Forests/Taiga,"Jyväskylä, Finland",,,individuals,892.8333333333334,0.0,,,,,0.0,0.0,0.0,0.0
749,,Other,Boreal Forests/Taiga,"Pine forest, Kevo",,,individuals,526.15,123.55938518245657,,,,,0.0,0.0,0.0,0.0
750,,Other,Boreal Forests/Taiga,central finland,,,individuals,1071.0,0.0,,,,,0.0,0.0,0.0,0.0
751,,Other,Boreal Forests/Taiga,central sweden,,,individuals,627.5,0.0,,,,,0.0,0.0,0.0,0.0
752,,Other,Crops,"Irrigated olive farm , Egyptian western desert ",,,individuals,2237.313432902,0.0,,,,,0.0,0.0,0.0,0.0
753,,Other,Crops,"Rain-fed olive farm, Egyptian western desert ",,,individuals,1947.76119401,0.0,,,,,0.0,0.0,0.0,0.0
754,,Other,Crops,Sampadi Forest Reserve plantation,,,individuals,2.0,4.0,,,,,0.0,0.0,0.0,0.0
755,,Other,Crops,Seine  Valley,,,individuals,89.0,0.0,,,,,0.0,0.0,0.0,0.0
756,,Other,Crops,"Vineyard, Egyptian western desert ",,,individuals,2759.70149253,0.0,,,,,0.0,0.0,0.0,0.0
757,,Other,Deserts and Xeric Shrublands, Northwest  Biological  Research  Center (with crust),,,individuals,32.879999999999995,0.0,,,,,0.0,0.0,0.0,0.0
758,,Other,Deserts and Xeric Shrublands, Northwest  Biological  Research  Center (without crust),,,individuals,27.65,0.0,,,,,0.0,0.0,0.0,0.0
759,,Other,Deserts and Xeric Shrublands,The Mariut region,,,individuals,20.10086956521739,0.0,,,,,0.0,0.0,0.0,0.0
760,,Other,"Mediterranean Forests, Woodlands and Scrub",Anabasis formation in Omayed,,,individuals,45.66,0.0,,,,,0.0,0.0,0.0,0.0
761,,Other,"Mediterranean Forests, Woodlands and Scrub","Arbutus unedo formation in Ikaria is.,",,,individuals,844.77,0.0,,,,,0.0,0.0,0.0,0.0
762,,Other,"Mediterranean Forests, Woodlands and Scrub",Eucalyptus marginata forest in S.W.,,,individuals,89540.7,0.0,,,,,0.0,0.0,0.0,0.0
763,,Other,"Mediterranean Forests, Woodlands and Scrub",Juniperus phoenicea formation in Naxos is,,,individuals,85.9,0.0,,,,,0.0,0.0,0.0,0.0
764,,Other,"Mediterranean Forests, Woodlands and Scrub","P. halepensis forest in N. Euboea,",,,individuals,829.0,0.0,,,,,0.0,0.0,0.0,0.0
765,,Other,"Mediterranean Forests, Woodlands and Scrub",P. halepensis forest in Skopelos is,,,individuals,1246.5,0.0,,,,,0.0,0.0,0.0,0.0
766,,Other,"Mediterranean Forests, Woodlands and Scrub","Pinus halepensis forest Sophiko, S. ",,,individuals,219.82,0.0,,,,,0.0,0.0,0.0,0.0
767,,Other,"Mediterranean Forests, Woodlands and Scrub","Q. cocci/era formation in Naxos is.,",,,individuals,144.1,0.0,,,,,0.0,0.0,0.0,0.0
768,,Other,"Mediterranean Forests, Woodlands and Scrub",Quercus cocci/era formation in Ikaria is,,,individuals,892.6120000000001,0.0,,,,,0.0,0.0,0.0,0.0
769,,Other,"Mediterranean Forests, Woodlands and Scrub",Thymelaea formation in Gharbaniat,,,individuals,59.58,0.0,,,,,0.0,0.0,0.0,0.0
770,,Other,"Mediterranean Forests, Woodlands and Scrub",Thymelaea formation in Omayed,,,individuals,32.11,0.0,,,,,0.0,0.0,0.0,0.0
771,,Other,"Mediterranean Forests, Woodlands and Scrub",mount Carmel,,,individuals,127.0,0.0,,,,,0.0,0.0,0.0,0.0
772,,Other,Pasture,"Artiya Kalla village, in Bhopalgarh tehsil of Jodhpur",,,individuals,6.3976697061,0.5684973281166903,,,,,0.0,0.0,0.0,0.0
773,,Other,Pasture,"Artiya Kalla village, in Bhopalgarh tehsil of Jodhpur - Control (pure grass blocks)",,,individuals,0.59017223925,0.0,,,,,0.0,0.0,0.0,0.0
774,,Other,Pasture,"Benfica Field Station, eastern Amazonia, near Marabá, State of Pará, Brazil.",,,individuals,106.0,0.0,,,,,0.0,0.0,0.0,0.0
775,,Other,Pasture,Seine  Valley,,,individuals,89.0,0.0,,,,,0.0,0.0,0.0,0.0
776,,Other,Temperate Forests," spruce forest, Southeastern Italian Alps.",,,individuals,7204.775,2359.661118545415,,,,,0.0,0.0,0.0,0.0
777,,Other,Temperate Forests,Cove hardwood - Oak Ridge National Laboratory Tennessee,,,individuals,97000.0,24610.0,,,,,0.0,0.0,0.0,0.0
778,,Other,Temperate Forests,Eawy Forest,,,individuals,167.5,0.0,,,,,0.0,0.0,0.0,0.0
779,,Other,Temperate Forests,Lyons Forest,,,individuals,127.5,0.0,,,,,0.0,0.0,0.0,0.0
780,,Other,Temperate Forests,Mature Douglas fir - H. J. Andrews Experimental Forest Oregon,,,individuals,88000.0,11939.0,,,,,0.0,0.0,0.0,0.0
781,,Other,Temperate Forests,Mature loblolly pine - Santee Experimental Forest South Carolina,,,individuals,137000.0,65433.0,,,,,0.0,0.0,0.0,0.0
782,,Other,Temperate Forests,Mixed oak - Coweeta Hydrologic Laboratory North Carolina,,,individuals,93000.0,36650.0,,,,,0.0,0.0,0.0,0.0
783,,Other,Temperate Forests,Natural Area Teaching Laboratory,,,individuals,237.75,0.0,,,,,0.0,0.0,0.0,0.0
784,,Other,Temperate Forests,Plantation Douglas fir - Cedar River Research Area Washington,,,individuals,43000.0,16633.0,,,,,0.0,0.0,0.0,0.0
785,,Other,Temperate Forests,Plantation white pine - Coweeta Hydrologic Laboratory North Carolina,,,individuals,36000.0,3240.0,,,,,0.0,0.0,0.0,0.0
786,,Other,Temperate Forests,Seine  Valley,,,individuals,66.75,0.0,,,,,0.0,0.0,0.0,0.0
787,,Other,Temperate Forests,"Yanagisawa Pass, Enzan city Tullgren",,,individuals,4294.25,0.0,,,,,0.0,0.0,0.0,0.0
788,,Other,Temperate Forests,west slope of Shergyla Mountain in the Shergyla Mountains in southeastern Tibet,,,individuals,8360.0,1856.2866158004801,,,,,0.0,0.0,0.0,0.0
789,,Other,"Temperate Grasslands, Savannas and Shrublands",Konza Prairie Biological Station,,,individuals,96.5,0.0,,,,,0.0,0.0,0.0,0.0
790,,Other,"Temperate Grasslands, Savannas and Shrublands",west slope of Shergyla Mountain in the Shergyla Mountains in southeastern Tibet,,,individuals,2040.0,578.2732917920384,,,,,0.0,0.0,0.0,0.0
791,,Other,Tropical and Subtropical Forests,Espírito Santo (Brazil),,,individuals,620.0,0.0,,,,,0.0,0.0,0.0,0.0
792,,Other,Tropical and Subtropical Forests,Forestry Reserve of Linhares A. mangium plantation,,,individuals,2391.5833333333335,290.04847514395476,,,,,0.0,0.0,0.0,0.0
793,,Other,Tropical and Subtropical Forests,Forestry Reserve of Linhares E. grandis plantation,,,individuals,1874.75,244.86858720546414,,,,,0.0,0.0,0.0,0.0
794,,Other,Tropical and Subtropical Forests,Forestry Reserve of Linhares F Primary forest,,,individuals,1985.0,217.7357438884729,,,,,0.0,0.0,0.0,0.0
795,,Other,Tropical and Subtropical Forests,The Chamela Biological Station,,,individuals,1554.4,0.0,,,,,0.0,0.0,0.0,0.0
796,,Other,"Tropical and Subtropical Grasslands, Savannas and Shrublands",A. karroo,,,individuals,1151.0,95.06839643120105,,,,,0.0,0.0,0.0,0.0
797,,Other,"Tropical and Subtropical Grasslands, Savannas and Shrublands",E.ngamicum,,,individuals,2859.0,185.27277187973414,,,,,0.0,0.0,0.0,0.0
798,,Other,"Tropical and Subtropical Grasslands, Savannas and Shrublands",P.kalachariensis,,,individuals,1631.0,164.37761404765553,,,,,0.0,0.0,0.0,0.0
799,,Other,"Tropical and Subtropical Grasslands, Savannas and Shrublands",V.verrucosum,,,individuals,606.0,98.42763839491425,,,,,0.0,0.0,0.0,0.0
800,,Other,Tundra,"Low alpine heath, Kevo",,,individuals,245.91666666666669,54.30753477495856,,,,,0.0,0.0,0.0,0.0
