,binomial,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel,Range_km_2
2166,Microgale brevicaudata,8.99,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,31469.7478128969
2167,Microgale cowani,12.27,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,44777.8501218334
2168,Microgale dobsoni,36.66,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,49318.2614978235
2169,Microgale drouhardi,10.5,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,36636.4228269546
2170,Microgale dryas,40.0,AFROSORICIDA,TENRECIDAE,Microgale,VU,Carnivore,5166.6750140577
2171,Microgale fotsifotsy,7.7,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,43368.7569361813
2172,Microgale gracilis,23.3,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,8454.5591139126
2173,Microgale gymnorhyncha,18.2,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,29434.3909891772
2174,Microgale jenkinsae,17.28235294,AFROSORICIDA,TENRECIDAE,Microgale,EN,Carnivore,782.8295475845
2175,Microgale jobihely,17.28235294,AFROSORICIDA,TENRECIDAE,Microgale,EN,Carnivore,469.6977285507
2176,Microgale longicaudata,8.08,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,1095.9613666183
2177,Microgale majori,17.28235294,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,40707.136474394
2178,Microgale monticola,13.9,AFROSORICIDA,TENRECIDAE,Microgale,VU,Carnivore,313.1318190338
2179,Microgale nasoloi,17.28235294,AFROSORICIDA,TENRECIDAE,Microgale,VU,Carnivore,313.1318190338
2180,Microgale parvula,3.53,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,44777.8501218334
2181,Microgale principula,10.2,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,35853.5932793701
2182,Microgale pusilla,3.4,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,47596.0364931376
2183,Microgale soricoides,18.7,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,40237.4387458433
2184,Microgale taiva,12.4,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,25676.8091607716
2185,Microgale talazaci,43.07,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,44777.8501218334
2186,Microgale thomasi,22.9,AFROSORICIDA,TENRECIDAE,Microgale,LC,Carnivore,10020.2182090816
2187,Microhydromys richardsoni,10.25,RODENTIA,MURIDAE,Microhydromys,DD,Carnivore,112101.1912141
2188,Micromys minutus,6.99,RODENTIA,MURIDAE,Micromys,LC,Omnivore,10109304.2115967
2189,Micronycteris brosseti,8.48,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,DD,Omnivore,325343.959976118
2190,Micronycteris hirsuta,12.89,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,LC,Omnivore,3510520.82318793
2191,Micronycteris megalotis,6.4,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,LC,Omnivore,5734539.5678755
2192,Micronycteris microtis,8.48,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,LC,Omnivore,2631872.93897909
2193,Micronycteris minuta,6.9,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,LC,Omnivore,6320252.63537822
2194,Micronycteris sanborni,8.48,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,DD,Carnivore,125096.161704003
2195,Micronycteris schmidtorum,7.73,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,LC,Carnivore,3363975.13188011
2196,Microperoryctes aplini,350.035,PERAMELEMORPHIA,PERAMELIDAE,Microperoryctes,DD,Omnivore,76.0193089970703
2197,Microperoryctes longicauda,542.07,PERAMELEMORPHIA,PERAMELIDAE,Microperoryctes,LC,Omnivore,202596.286914869
2198,Microperoryctes murina,350.035,PERAMELEMORPHIA,PERAMELIDAE,Microperoryctes,DD,Omnivore,469.6977285507
2199,Microperoryctes papuensis,158.0,PERAMELEMORPHIA,PERAMELIDAE,Microperoryctes,LC,Omnivore,17065.6841373421
2200,Micropotamogale lamottei,69.59,AFROSORICIDA,TENRECIDAE,Micropotamogale,NT,Carnivore,1095.9613666183
2201,Micropotamogale ruwenzorii,109.13,AFROSORICIDA,TENRECIDAE,Micropotamogale,LC,Carnivore,23015.1886989843
2202,Micropteropus intermedius,25.38,CHIROPTERA,PTEROPODIDAE,Micropteropus,DD,Herbivore,203848.814191004
2203,Micropteropus pusillus,25.38,CHIROPTERA,PTEROPODIDAE,Micropteropus,LC,Herbivore,306242.919015056
2204,Microryzomys altissimus,13.49,RODENTIA,CRICETIDAE,Microryzomys,LC,Omnivore,67010.2092732332
2205,Microryzomys minutus,13.49,RODENTIA,CRICETIDAE,Microryzomys,LC,Herbivore,420692.59887191
2206,Microsciurus alfari,87.49,RODENTIA,SCIURIDAE,Microsciurus,LC,Herbivore,71550.6206492233
2207,Microsciurus flaviventer,92.0,RODENTIA,SCIURIDAE,Microsciurus,DD,Herbivore,1937659.69618115
2208,Microsciurus mimulus,120.0,RODENTIA,SCIURIDAE,Microsciurus,LC,Herbivore,113823.416218786
2209,Microsciurus santanderensis,99.79,RODENTIA,SCIURIDAE,Microsciurus,DD,Herbivore,6732.3341092267
2210,Microtus agrestis,35.87,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,5705418.30870535
2211,Microtus anatolicus,39.18488604,RODENTIA,CRICETIDAE,Microtus,DD,Herbivore,19414.1727800956
2212,Microtus arvalis,26.9,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,5235720.58015465
2213,Microtus bavaricus,23.167,RODENTIA,CRICETIDAE,Microtus,CR,Herbivore,156.5659095169
2214,Microtus brachycercus,20.0,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,50727.3546834756
2215,Microtus cabrerae,52.5,RODENTIA,CRICETIDAE,Microtus,NT,Herbivore,23484.886427535
2216,Microtus californicus,57.42,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,3444.4500093718
2217,Microtus canicaudus,29.93,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,5636.3727426084
2218,Microtus chrotorrhinus,38.99,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,754960.815690492
2219,Microtus clarkei,46.25861204,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,38515.2137411574
2220,Microtus daghestanicus,12.99,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,192576.068705787
2221,Microtus dogramacii,39.18488604,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,14090.931856521
2222,Microtus duodecimcostatus,22.71,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,357439.971427083
2223,Microtus evoronensis,39.18488604,RODENTIA,CRICETIDAE,Microtus,DD,Herbivore,156.5659095169
2224,Microtus felteni,39.18488604,RODENTIA,CRICETIDAE,Microtus,DD,Herbivore,20353.568237197
2225,Microtus fortis,63.0,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,1968503.18035598
2226,Microtus gerbei,22.0,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,148581.048131538
2227,Microtus gregalis,47.5,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,1970851.66899874
2228,Microtus guatemalensis,41.99,RODENTIA,CRICETIDAE,Microtus,NT,Herbivore,12055.5750328013
2229,Microtus guentheri,49.99,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,151399.234502842
2230,Microtus hyperboreus,39.18488604,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,2132427.68762018
2231,Microtus ilaeus,46.25861204,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,50570.7887739587
2232,Microtus irani,39.18488604,RODENTIA,CRICETIDAE,Microtus,DD,Herbivore,626.2636380676
2233,Microtus kikuchii,46.3,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,2505.0545522704
2234,Microtus levis,35.49,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,2451039.31348707
2235,Microtus liechtensteini,23.2,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,79848.613853619
2236,Microtus limnophilus,50.0,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,240485.237017958
2237,Microtus longicaudus,44.8,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,1498335.75407673
2238,Microtus lusitanicus,28.32931912,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,200874.061910183
2239,Microtus majori,18.2,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,84075.8934105753
2240,Microtus maximowiczii,38.14905274,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,647869.733580932
2241,Microtus mexicanus,34.88,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,142005.279931828
2242,Microtus middendorffii,26.64712533,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,1692634.04778721
2243,Microtus miurus,41.0,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,490207.862697414
2244,Microtus mongolicus,27.5,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,255672.130241098
2245,Microtus montanus,42.85,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,323778.300880949
2246,Microtus montebelli,29.49,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,203692.248281487
2247,Microtus mujanensis,39.18488604,RODENTIA,CRICETIDAE,Microtus,DD,Herbivore,4070.7136474394
2248,Microtus multiplex,23.16,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,78282.95475845
2249,Microtus nasarovi,39.18488604,RODENTIA,CRICETIDAE,Microtus,DD,Herbivore,17848.5136849266
2250,Microtus oaxacensis,36.52,RODENTIA,CRICETIDAE,Microtus,EN,Herbivore,469.6977285507
2251,Microtus ochrogaster,42.5,RODENTIA,CRICETIDAE,Microtus,LC,Omnivore,1855306.02777526
2252,Microtus oeconomus,33.1,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,5021381.85002602
2253,Microtus oregoni,20.35,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,157192.173154968
2254,Microtus paradoxus,46.25861204,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,782.8295475845
2255,Microtus pennsylvanicus,42.53,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,5015432.34546437
2256,Microtus pinetorum,25.95,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,2313104.74720268
2257,Microtus qazvinensis,39.18488604,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,29747.522808211
2258,Microtus quasiater,40.0,RODENTIA,CRICETIDAE,Microtus,NT,Herbivore,7358.5977472943
2259,Microtus richardsoni,85.5,RODENTIA,CRICETIDAE,Microtus,LC,Omnivore,57929.386521253
2260,Microtus sachalinensis,48.03991576,RODENTIA,CRICETIDAE,Microtus,NT,Omnivore,5636.3727426084
2261,Microtus savii,20.0,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,209641.752843129
2262,Microtus schelkovnikovi,46.25861204,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,21919.227332366
2263,Microtus schidlovskii,46.25861204,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,2505.0545522704
2264,Microtus socialis,48.0,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,158914.398159653
2265,Microtus subterraneus,17.74,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,1107234.11210352
2266,Microtus thomasi,23.0,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,31626.3137224138
2267,Microtus townsendii,52.02,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,14090.931856521
2268,Microtus transcaspicus,38.97325893,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,11429.3113947337
2269,Microtus umbrosus,41.99,RODENTIA,CRICETIDAE,Microtus,EN,Herbivore,782.8295475845
2270,Microtus xanthognathus,92.65,RODENTIA,CRICETIDAE,Microtus,LC,Herbivore,12055.5750328013
2271,Millardia gleadowi,30.8,RODENTIA,MURIDAE,Millardia,LC,Herbivore,95192.0729862752
2272,Millardia kathleenae,93.0,RODENTIA,MURIDAE,Millardia,LC,Herbivore,30686.9182653124
2273,Millardia kondana,147.0,RODENTIA,MURIDAE,Millardia,CR,Herbivore,12.0032271728516
2274,Millardia meltada,67.17,RODENTIA,MURIDAE,Millardia,LC,Herbivore,1826341.33451464
2275,Mimetillus moloneyi,8.89,CHIROPTERA,VESPERTILIONIDAE,Mimetillus,LC,Carnivore,2734893.30744121
2276,Mimon bennettii,12.9,CHIROPTERA,PHYLLOSTOMIDAE,Mimon,LC,Carnivore,3774647.51254294
2277,Mimon cozumelae,13.405,CHIROPTERA,PHYLLOSTOMIDAE,Mimon,LC,Omnivore,238136.748375205
2278,Mindomys hammondi,60.5005,RODENTIA,CRICETIDAE,Mindomys,EN,Omnivore,10333.3500281154
2279,Miniopterus australis,7.4,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,1505068.08818596
2280,Miniopterus fraterculus,7.38,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,917789.361588068
2281,Miniopterus fuscus,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,EN,Carnivore,313.1318190338
2282,Miniopterus gleni,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,51353.6183215432
2283,Miniopterus griveaudi,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,DD,Carnivore,939.3954571014
2284,Miniopterus inflatus,14.9,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,933759.084358791
2285,Miniopterus macrocneme,7.53,CHIROPTERA,MINIOPTERIDAE,Miniopterus,DD,Carnivore,375601.616931043
2286,Miniopterus magnater,14.14,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,1164380.66907718
2287,Miniopterus majori,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,35540.4614603363
2288,Miniopterus manavi,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,84389.0252296091
2289,Miniopterus medius,11.4,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,737895.13155315
2290,Miniopterus minor,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,DD,Carnivore,139030.527651007
2291,Miniopterus natalensis,10.43,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,1846851.46866135
2292,Miniopterus newtoni,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,DD,Carnivore,939.3954571014
2293,Miniopterus paululus,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,DD,Carnivore,58555.6501593206
2294,Miniopterus petersoni,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,DD,Carnivore,1878.7909142028
2295,Miniopterus pusillus,8.95,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,424293.614790799
2296,Miniopterus schreibersii,11.46,CHIROPTERA,MINIOPTERIDAE,Miniopterus,NT,Carnivore,994036.959522798
2297,Miniopterus shortridgei,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,DD,Carnivore,185530.602777526
2298,Miniopterus sororculus,10.876,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,8924.2568424633
2299,Miniopterus tristis,15.17,CHIROPTERA,MINIOPTERIDAE,Miniopterus,LC,Carnivore,472515.914922004
2300,Miopithecus ogouensis,1300.0,PRIMATES,CERCOPITHECIDAE,Miopithecus,LC,Herbivore,185217.470958493
2301,Miopithecus talapoin,1248.86,PRIMATES,CERCOPITHECIDAE,Miopithecus,LC,Omnivore,6575.7681997098
2302,Mirimiri acrodonta,239.6283091,CHIROPTERA,PTEROPODIDAE,Mirimiri,CR,Herbivore,156.5659095169
2303,Mirza coquereli,326.5,PRIMATES,CHEIROGALEIDAE,Mirza,EN,Omnivore,6419.2022901929
2304,Mogera etigo,87.78629833,EULIPOTYPHLA,TALPIDAE,Mogera,EN,Carnivore,939.3954571014
2305,Mogera imaizumii,65.53,EULIPOTYPHLA,TALPIDAE,Mogera,LC,Carnivore,84702.1570486429
2306,Mogera insularis,71.04149165,EULIPOTYPHLA,TALPIDAE,Mogera,LC,Carnivore,253636.773417378
2307,Mogera robusta,72.0,EULIPOTYPHLA,TALPIDAE,Mogera,LC,Carnivore,361667.250984039
2308,Mogera tokudae,133.48,EULIPOTYPHLA,TALPIDAE,Mogera,NT,Carnivore,313.1318190338
2309,Mogera uchidai,87.78629833,EULIPOTYPHLA,TALPIDAE,Mogera,VU,Carnivore,4.45962841796875
2310,Mogera wogura,96.88,EULIPOTYPHLA,TALPIDAE,Mogera,LC,Carnivore,24267.7159751195
2311,Molossops aequatorianus,6.67,CHIROPTERA,MOLOSSIDAE,Molossops,EN,Carnivore,626.2636380676
2312,Molossops mattogrossensis,7.48,CHIROPTERA,MOLOSSIDAE,Molossops,LC,Carnivore,3343934.69546195
2313,Molossops neglectus,6.67,CHIROPTERA,MOLOSSIDAE,Molossops,DD,Carnivore,3880329.50146685
2314,Molossops temminckii,5.86,CHIROPTERA,MOLOSSIDAE,Molossops,LC,Carnivore,3454157.09576185
2315,Molossus aztecus,14.86,CHIROPTERA,MOLOSSIDAE,Molossus,LC,Carnivore,9550.5204805309
2316,Molossus coibensis,33.088,CHIROPTERA,MOLOSSIDAE,Molossus,LC,Carnivore,4062102.52241597
2317,Molossus currentium,17.79,CHIROPTERA,MOLOSSIDAE,Molossus,LC,Carnivore,313758.082671868
2318,Molossus molossus,13.7,CHIROPTERA,MOLOSSIDAE,Molossus,LC,Carnivore,4544951.78736609
2319,Molossus pretiosus,98.0,CHIROPTERA,MOLOSSIDAE,Molossus,LC,Carnivore,667283.906361028
2320,Molossus rufus,33.088,CHIROPTERA,MOLOSSIDAE,Molossus,LC,Carnivore,6851011.06864051
2321,Molossus sinaloae,21.09,CHIROPTERA,MOLOSSIDAE,Molossus,LC,Carnivore,763258.808894887
2322,Monodelphis adusta,36.04,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Carnivore,689203.133693394
2323,Monodelphis americana,19.5,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Carnivore,200717.496000666
2324,Monodelphis brevicaudata,78.84,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Carnivore,1111774.52347951
2325,Monodelphis dimidiata,44.56,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Omnivore,495374.537711471
2326,Monodelphis domestica,93.45,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Carnivore,1228416.1260696
2327,Monodelphis emiliae,52.33,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Omnivore,880996.372851596
2328,Monodelphis glirina,69.62576822,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Omnivore,945031.829844008
2329,Monodelphis handleyi,104.6212668,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,DD,Omnivore,81.7669795712891
2330,Monodelphis iheringi,112.0,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,DD,Omnivore,158288.134521586
2331,Monodelphis kunsi,11.3,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Omnivore,143257.807207963
2332,Monodelphis osgoodi,112.0,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Omnivore,56989.9910641516
2333,Monodelphis palliolata,69.62576822,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Omnivore,35383.8955508194
2334,Monodelphis reigi,104.6212668,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,VU,Omnivore,107.295914288818
2335,Monodelphis ronaldi,104.6212668,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Omnivore,469.6977285507
2336,Monodelphis scalops,763.19,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,LC,Omnivore,129166.875351442
2337,Monophyllus plethodon,15.33,CHIROPTERA,PHYLLOSTOMIDAE,Monophyllus,LC,Omnivore,5636.3727426084
2338,Monophyllus redmani,8.79,CHIROPTERA,PHYLLOSTOMIDAE,Monophyllus,LC,Omnivore,201187.193729216
2339,Monticolomys koopmani,25.0,RODENTIA,NESOMYIDAE,Monticolomys,LC,Omnivore,5949.5045616422
2340,Mormoops blainvillei,8.69,CHIROPTERA,MORMOOPIDAE,Mormoops,LC,Carnivore,199621.534634047
2341,Mormoops megalophylla,16.09,CHIROPTERA,MORMOOPIDAE,Mormoops,LC,Carnivore,1233426.23517414
2342,Mormopterus acetabulosus,10.02,CHIROPTERA,MOLOSSIDAE,Mormopterus,EN,Carnivore,626.2636380676
2343,Mormopterus beccarii,14.3,CHIROPTERA,MOLOSSIDAE,Mormopterus,LC,Carnivore,51666.750140577
2344,Mormopterus doriae,10.02,CHIROPTERA,MOLOSSIDAE,Mormopterus,DD,Carnivore,1409.0931856521
2345,Mormopterus jugularis,11.56,CHIROPTERA,MOLOSSIDAE,Mormopterus,LC,Carnivore,111944.625304583
2346,Mormopterus kalinowskii,10.02,CHIROPTERA,MOLOSSIDAE,Mormopterus,LC,Carnivore,16126.2886802407
2347,Mormopterus minutus,10.02,CHIROPTERA,MOLOSSIDAE,Mormopterus,VU,Carnivore,13777.8000374872
2348,Mormopterus phrudus,10.02,CHIROPTERA,MOLOSSIDAE,Mormopterus,VU,Carnivore,469.6977285507
2349,Moschiola indica,3000.0,CETARTIODACTYLA,TRAGULIDAE,Moschiola,LC,Herbivore,365737.964631478
2350,Moschiola kathygre,3065.475,CETARTIODACTYLA,TRAGULIDAE,Moschiola,LC,Herbivore,9080.8227519802
2351,Moschiola meminna,3130.95,CETARTIODACTYLA,TRAGULIDAE,Moschiola,LC,Herbivore,26772.7705273899
2352,Moschus anhuiensis,7500.0,CETARTIODACTYLA,MOSCHIDAE,Moschus,EN,Herbivore,6419.2022901929
2353,Moschus berezovskii,12477.41,CETARTIODACTYLA,MOSCHIDAE,Moschus,EN,Herbivore,377480.407845246
2354,Moschus chrysogaster,13697.9,CETARTIODACTYLA,MOSCHIDAE,Moschus,EN,Herbivore,937046.968458646
2355,Moschus cupreus,14500.0,CETARTIODACTYLA,MOSCHIDAE,Moschus,EN,Herbivore,5636.3727426084
2356,Moschus fuscus,13697.9,CETARTIODACTYLA,MOSCHIDAE,Moschus,EN,Herbivore,106464.818471492
2357,Moschus leucogaster,14500.0,CETARTIODACTYLA,MOSCHIDAE,Moschus,EN,Herbivore,95505.204805309
2358,Moschus moschiferus,13315.57,CETARTIODACTYLA,MOSCHIDAE,Moschus,VU,Herbivore,2396867.50879422
2359,Mosia nigrescens,3.33,CHIROPTERA,EMBALLONURIDAE,Mosia,LC,Carnivore,305303.523557955
2360,Mungos gambianus,1644.98,CARNIVORA,HERPESTIDAE,Mungos,LC,Carnivore,803026.54991218
2361,Mungos mungo,1260.0,CARNIVORA,HERPESTIDAE,Mungos,LC,Carnivore,7538022.27960067
2362,Mungotictis decemlineata,657.03,CARNIVORA,EUPLERIDAE,Mungotictis,EN,Carnivore,5166.6750140577
2363,Muntiacus atherodes,18939.1,CETARTIODACTYLA,CERVIDAE,Muntiacus,NT,Herbivore,591819.137973882
2364,Muntiacus feae,21999.99,CETARTIODACTYLA,CERVIDAE,Muntiacus,DD,Herbivore,71394.0547397064
2365,Muntiacus gongshanensis,18590.01,CETARTIODACTYLA,CERVIDAE,Muntiacus,DD,Herbivore,38671.7796506743
2366,Muntiacus montanus,18368.41,CETARTIODACTYLA,CERVIDAE,Muntiacus,DD,Herbivore,18474.7773229942
2367,Muntiacus muntjak,17611.59,CETARTIODACTYLA,CERVIDAE,Muntiacus,LC,Herbivore,1249082.82612583
2368,Muntiacus puhoatensis,18368.41,CETARTIODACTYLA,CERVIDAE,Muntiacus,DD,Herbivore,626.2636380676
2369,Muntiacus putaoensis,12000.0,CETARTIODACTYLA,CERVIDAE,Muntiacus,DD,Herbivore,66227.3797256487
2370,Muntiacus reevesi,13499.94,CETARTIODACTYLA,CERVIDAE,Muntiacus,LC,Herbivore,617339.381225137
2371,Muntiacus rooseveltorum,10762.64,CETARTIODACTYLA,CERVIDAE,Muntiacus,DD,Herbivore,35697.0273698532
2372,Muntiacus truongsonensis,15000.0,CETARTIODACTYLA,CERVIDAE,Muntiacus,DD,Herbivore,7202.0318377774
2373,Muntiacus vaginalis,18368.41,CETARTIODACTYLA,CERVIDAE,Muntiacus,LC,Herbivore,5560907.97422125
2374,Muntiacus vuquangensis,36690.82,CETARTIODACTYLA,CERVIDAE,Muntiacus,CR,Herbivore,63565.7592638614
2375,Murexia habbema,48.0,DASYUROMORPHIA,DASYURIDAE,Murexia,LC,Carnivore,126505.254889655
2376,Murexia longicaudata,126.79,DASYUROMORPHIA,DASYURIDAE,Murexia,LC,Carnivore,369652.112369401
2377,Murexia melanurus,48.5,DASYUROMORPHIA,DASYURIDAE,Murexia,LC,Carnivore,270076.193916652
2378,Murexia naso,43.0,DASYUROMORPHIA,DASYURIDAE,Murexia,LC,Carnivore,141379.016293761
2379,Murexia rothschildi,27.0,DASYUROMORPHIA,DASYURIDAE,Murexia,NT,Carnivore,14247.4977660379
2380,Muriculus imberbis,18.5,RODENTIA,MURIDAE,Muriculus,LC,Herbivore,782.8295475845
2381,Murina aenea,7.5,CHIROPTERA,VESPERTILIONIDAE,Murina,VU,Carnivore,49944.5251358911
2382,Murina aurata,6.544285714,CHIROPTERA,VESPERTILIONIDAE,Murina,LC,Carnivore,23954.5841560857
2383,Murina cyclotis,9.35,CHIROPTERA,VESPERTILIONIDAE,Murina,LC,Carnivore,681531.404127066
2384,Murina florium,4.41,CHIROPTERA,VESPERTILIONIDAE,Murina,LC,Carnivore,118676.95941381
2385,Murina fusca,6.544285714,CHIROPTERA,VESPERTILIONIDAE,Murina,DD,Carnivore,74.904696484375
2386,Murina harrisoni,6.544285714,CHIROPTERA,VESPERTILIONIDAE,Murina,LC,Carnivore,2035.3568237197
2387,Murina hilgendorfi,6.544285714,CHIROPTERA,VESPERTILIONIDAE,Murina,LC,Carnivore,2002947.6804497
2388,Murina huttoni,7.56,CHIROPTERA,VESPERTILIONIDAE,Murina,LC,Carnivore,199308.402815014
2389,Murina puta,6.544285714,CHIROPTERA,VESPERTILIONIDAE,Murina,NT,Carnivore,19883.8705086463
2390,Murina rozendaali,6.544285714,CHIROPTERA,VESPERTILIONIDAE,Murina,VU,Carnivore,218096.311957042
2391,Murina ryukyuana,6.544285714,CHIROPTERA,VESPERTILIONIDAE,Murina,EN,Carnivore,1252.5272761352
2392,Murina suilla,4.0,CHIROPTERA,VESPERTILIONIDAE,Murina,LC,Carnivore,718794.090592088
2393,Murina tubinaris,5.45,CHIROPTERA,VESPERTILIONIDAE,Murina,LC,Carnivore,56833.4251546347
2394,Murina ussuriensis,6.544285714,CHIROPTERA,VESPERTILIONIDAE,Murina,LC,Carnivore,471419.953555386
2395,Mus baoulei,6.42,RODENTIA,MURIDAE,Mus,LC,Omnivore,58868.7819783544
2396,Mus booduga,13.78,RODENTIA,MURIDAE,Mus,LC,Omnivore,2813802.52583773
2397,Mus bufo,8.88,RODENTIA,MURIDAE,Mus,LC,Herbivore,13308.1023089365
2398,Mus callewaerti,63.85388804,RODENTIA,MURIDAE,Mus,LC,Omnivore,3601.0159188887
2399,Mus caroli,14.26,RODENTIA,MURIDAE,Mus,LC,Omnivore,637692.949462334
2400,Mus cervicolor,17.7,RODENTIA,MURIDAE,Mus,LC,Omnivore,155000.250421731
2401,Mus cookii,20.467,RODENTIA,MURIDAE,Mus,LC,Omnivore,734450.681543778
